Time_s,A0_raw,A1_raw,A2_raw,A3_raw,A4_raw,A5_raw,A6_raw,A7_raw
0.024200,0,0,0,0,0,0,0,0
0.024400,0,0,0,0,0,0,0,0
0.024600,0,0,0,0,0,0,0,0
0.024800,0,0,0,0,0,0,0,0
0.025000,0,0,0,0,0,0,0,0
0.025200,0,0,0,0,0,0,0,0
0.025400,0,0,0,0,0,0,0,0
0.025600,0,0,0,0,0,0,0,0
0.025800,0,0,0,0,0,0,0,0
0.026000,0,0,0,0,0,0,0,0
0.026200,0,0,0,0,0,0,0,0
0.026400,0,0,0,0,0,0,0,0
0.026600,0,0,0,0,0,0,0,0
0.026800,0,0,0,0,0,0,0,0
0.027000,0,0,0,0,0,0,0,0
0.027200,0,0,0,0,0,0,0,0
0.027400,0,0,0,0,0,0,0,0
0.027600,0,0,0,0,0,0,0,0
0.027800,0,0,0,0,0,0,0,0
0.028000,0,0,0,0,0,0,0,0
0.028200,0,0,0,0,0,0,0,0
0.028400,0,0,0,0,0,0,0,0
0.028600,0,0,0,0,0,0,0,0
0.028800,0,0,0,0,0,0,0,0
0.029000,0,0,0,0,0,0,0,0
0.029200,0,0,0,0,0,0,0,0
0.029400,0,0,0,0,0,0,0,0
0.029600,0,0,0,0,0,0,0,0
0.029800,0,0,0,0,0,0,0,0
0.030000,0,0,0,0,0,0,0,0
0.030200,0,0,0,0,0,0,0,0
0.030400,0,0,0,0,0,0,0,0
0.030600,0,0,0,0,0,0,0,0
0.030800,0,0,0,0,0,0,0,0
0.031000,0,0,0,0,0,0,0,0
0.031200,0,0,0,0,0,0,0,0
0.031400,0,0,0,0,0,0,0,0
0.031600,0,0,0,0,0,0,0,0
0.031800,0,0,0,0,0,0,0,0
0.032000,0,0,0,0,0,0,0,0
0.032200,0,0,0,0,0,0,0,0
0.032400,0,0,0,0,0,0,0,0
0.032600,0,0,0,0,0,0,0,0
0.032800,0,0,0,0,0,0,0,0
0.033000,0,0,0,0,0,0,0,0
0.033200,0,0,0,0,0,0,0,0
0.033400,0,0,0,0,0,0,0,0
0.033600,0,0,0,0,0,0,0,0
0.033800,0,0,0,0,0,0,0,0
0.034000,0,0,0,0,0,0,0,0
0.034200,0,0,0,0,0,0,0,0
0.034400,0,0,0,0,0,0,0,0
0.034600,0,0,0,0,0,0,0,0
0.034800,0,0,0,0,0,0,0,0
0.035000,0,0,0,0,0,0,0,0
0.035200,0,0,0,0,0,0,0,0
0.035400,0,0,0,0,0,0,0,0
0.035600,0,0,0,0,0,0,0,0
0.035800,0,0,0,0,0,0,0,0
0.036000,0,0,0,0,0,0,0,0
0.036200,0,0,0,0,0,0,0,0
0.036400,0,0,0,0,0,0,0,0
0.036600,0,0,0,0,0,0,0,0
0.036800,0,0,0,0,0,0,0,0
0.037000,0,0,0,0,0,0,0,0
0.037200,0,0,0,0,0,0,0,0
0.037400,0,0,0,0,0,0,0,0
0.037600,0,0,0,0,0,0,0,0
0.037800,0,0,0,0,0,0,0,0
0.038000,0,0,0,0,0,0,0,0
0.038200,0,0,0,0,0,0,0,0
0.038400,0,0,0,0,0,0,0,0
0.038600,0,0,0,0,0,0,0,0
0.038800,0,0,0,0,0,0,0,0
0.039000,0,0,0,0,0,0,0,0
0.039200,0,0,0,0,0,0,0,0
0.039400,0,0,0,0,0,0,0,0
0.039600,0,0,0,0,0,0,0,0
0.039800,0,0,0,0,0,0,0,0
0.040000,0,0,0,0,0,0,0,0
0.040200,0,0,0,0,0,0,0,0
0.040400,0,0,0,0,0,0,0,0
0.040600,0,0,0,0,0,0,0,0
0.040800,0,0,0,0,0,0,0,0
0.041000,0,0,0,0,0,0,0,0
0.041200,0,0,0,0,0,0,0,0
0.041400,0,0,0,0,0,0,0,0
0.041600,0,0,0,0,0,0,0,0
0.041800,0,0,0,0,0,0,0,0
0.042000,0,0,0,0,0,0,0,0
0.042200,0,0,0,0,0,0,0,0
0.042400,0,0,0,0,0,0,0,0
0.042600,0,0,0,0,0,0,0,0
0.042800,0,0,0,0,0,0,0,0
0.043000,0,0,0,0,0,0,0,0
0.043200,0,0,0,0,0,0,0,0
0.043400,0,0,0,0,0,0,0,0
0.043600,0,0,0,0,0,0,0,0
0.043800,0,0,0,0,0,0,0,0
0.044000,0,0,0,0,0,0,0,0
0.044200,0,0,0,0,0,0,0,0
0.044400,0,0,0,0,0,0,0,0
0.044600,0,0,0,0,0,0,0,0
0.044800,0,0,0,0,0,0,0,0
0.045000,0,0,0,0,0,0,0,0
0.045200,0,0,0,0,0,0,0,0
0.045400,0,0,0,0,0,0,0,0
0.045600,0,0,0,0,0,0,0,0
0.045800,0,0,0,0,0,0,0,0
0.046000,0,0,0,0,0,0,0,0
0.046200,0,0,0,0,0,0,0,0
0.046400,0,0,0,0,0,0,0,0
0.046600,0,0,0,0,0,0,0,0
0.046800,0,0,0,0,0,0,0,0
0.047000,0,0,0,0,0,0,0,0
0.047200,0,0,0,0,0,0,0,0
0.047400,0,0,0,0,0,0,0,0
0.047600,0,0,0,0,0,0,0,0
0.047800,0,0,0,0,0,0,0,0
0.048000,0,0,0,0,0,0,0,0
0.048200,0,0,0,0,0,0,0,0
0.048400,0,0,0,0,0,0,0,0
0.048600,0,0,0,0,0,0,0,0
0.048800,0,0,0,0,0,0,0,0
0.049000,0,0,0,0,0,0,0,0
0.049200,0,0,0,0,0,0,0,0
0.049400,0,0,0,0,0,0,0,0
0.049600,0,0,0,0,0,0,0,0
0.049800,0,0,0,0,0,0,0,0
0.050000,0,0,0,0,0,0,0,0
0.050200,0,0,0,0,0,0,0,0
0.050400,0,0,0,0,0,0,0,0
0.050600,0,0,0,0,0,0,0,0
0.050800,0,0,0,0,0,0,0,0
0.051000,0,0,0,0,0,0,0,0
0.051200,0,0,0,0,0,0,0,0
0.051400,0,0,0,0,0,0,0,0
0.051600,0,1,0,0,0,0,0,0
0.051800,0,0,0,0,0,0,0,0
0.052000,0,0,0,0,0,0,0,0
0.052200,0,0,0,0,0,0,0,0
0.052400,0,0,0,0,0,0,0,0
0.052600,0,0,0,0,0,0,0,0
0.052800,0,0,0,0,0,0,0,0
0.053000,0,0,0,0,0,0,0,0
0.053200,0,0,0,0,0,0,0,0
0.053400,0,0,0,0,0,0,0,0
0.053600,0,0,0,0,0,0,0,0
0.053800,0,0,0,0,0,0,0,0
0.054000,0,0,0,0,0,0,0,0
0.054200,0,0,0,0,0,0,0,0
0.054400,0,0,0,0,0,0,0,0
0.054600,0,0,0,0,0,0,0,0
0.054800,0,0,0,0,0,0,0,0
0.055000,0,0,0,0,0,0,0,0
0.055200,0,0,0,0,0,0,0,0
0.055400,0,0,0,0,0,0,0,0
0.055600,0,0,0,0,0,0,0,0
0.055800,0,0,0,0,0,0,0,0
0.056000,0,0,0,0,0,0,0,0
0.056200,0,0,0,0,0,0,0,0
0.056400,0,0,0,0,0,0,0,0
0.056600,0,0,0,0,0,0,0,0
0.056800,0,0,0,0,0,0,0,0
0.057000,0,0,0,0,0,0,0,0
0.057200,0,0,0,0,0,0,0,0
0.057400,0,0,0,0,0,0,0,0
0.057600,0,0,0,0,0,0,0,0
0.057800,0,0,0,0,0,0,0,0
0.058000,0,0,0,0,0,0,0,0
0.058200,0,0,0,0,0,0,0,0
0.058400,0,0,0,0,0,0,0,0
0.058600,0,0,0,0,0,0,0,0
0.058800,0,0,0,0,0,0,0,0
0.059000,0,0,0,0,0,0,0,0
0.059200,0,0,0,0,0,0,0,0
0.059400,0,0,0,0,0,0,0,0
0.059600,0,0,0,0,0,0,0,0
0.059800,0,0,0,0,0,0,0,0
0.060000,0,0,0,0,0,0,0,0
0.060200,0,0,0,0,0,0,0,0
0.060400,0,0,0,0,0,0,0,0
0.060600,0,0,0,0,0,0,0,0
0.060800,0,0,0,0,0,0,0,0
0.061000,0,0,0,0,0,0,0,0
0.061200,0,0,0,0,0,0,0,0
0.061400,0,0,0,0,0,0,0,0
0.061600,0,0,0,0,0,0,0,0
0.061800,0,0,0,0,0,0,0,0
0.062000,0,0,0,0,0,0,0,0
0.062200,0,0,0,0,0,0,0,0
0.062400,0,0,0,0,0,0,0,0
0.062600,0,0,0,0,0,0,0,0
0.062800,0,0,0,0,0,0,0,0
0.063000,0,0,0,0,0,0,0,0
0.063200,0,0,0,0,0,0,0,0
0.063400,0,0,0,0,0,0,0,0
0.063600,0,0,0,0,0,0,0,0
0.063800,0,0,0,0,0,0,0,0
0.064000,0,0,0,0,0,0,0,0
0.064200,0,0,0,0,0,0,0,0
0.064400,0,0,0,0,0,0,0,0
0.064600,0,0,0,0,0,0,0,0
0.064800,0,0,0,0,0,0,0,0
0.065000,0,0,0,0,0,0,0,0
0.065200,0,0,0,0,0,0,0,0
0.065400,0,0,0,0,0,0,0,0
0.065600,0,0,0,0,0,0,0,0
0.065800,0,0,0,0,0,0,0,0
0.066000,0,0,0,0,0,0,0,0
0.066200,0,0,0,0,0,0,0,0
0.066400,0,0,0,0,0,0,0,0
0.066600,0,0,0,0,0,0,0,0
0.066800,0,0,0,0,0,0,0,0
0.067000,0,0,0,0,0,0,0,0
0.067200,0,0,0,0,0,0,0,0
0.067400,0,0,0,0,0,0,0,0
0.067600,0,0,0,0,0,0,0,0
0.067800,0,0,0,0,0,0,0,0
0.068000,0,0,0,0,0,0,0,0
0.068200,0,0,0,0,0,0,0,0
0.068400,0,0,0,0,0,0,0,0
0.068600,0,0,0,0,0,0,0,0
0.068800,0,0,0,0,0,0,0,0
0.069000,0,0,0,0,0,0,0,0
0.069200,0,0,0,0,0,0,0,0
0.069400,0,0,0,0,0,0,0,0
0.069600,0,0,0,0,0,0,0,0
0.069800,0,0,0,0,0,0,0,0
0.070000,0,0,0,0,0,0,0,0
0.070200,0,0,0,0,0,0,0,0
0.070400,0,0,0,0,0,0,0,0
0.070600,0,0,0,0,0,0,0,0
0.070800,0,0,0,0,0,0,0,0
0.071000,0,0,0,0,0,0,0,1
0.071200,0,0,0,0,0,0,0,0
0.071400,0,0,0,0,0,0,0,0
0.071600,0,0,0,0,0,0,0,0
0.071800,0,0,0,0,0,0,0,0
0.072000,0,0,0,0,0,0,0,0
0.072200,0,0,0,0,0,0,0,0
0.072400,0,0,0,0,0,0,0,0
0.072600,0,0,0,0,0,0,0,0
0.072800,0,0,0,0,0,0,0,0
0.073000,0,0,0,0,0,0,0,0
0.073200,0,0,0,0,0,0,0,0
0.073400,0,0,0,0,0,0,0,0
0.073600,0,0,0,0,0,0,0,0
0.073800,0,0,0,0,0,0,0,0
0.074000,0,0,0,0,0,0,0,0
0.074200,0,0,0,0,0,0,0,0
0.074400,0,0,0,0,0,0,0,0
0.074600,0,0,0,0,0,0,0,0
0.074800,0,0,0,0,0,0,0,0
0.075000,0,0,0,0,0,0,0,0
0.075200,0,0,0,0,0,0,0,0
0.075400,0,0,0,0,0,0,0,0
0.075600,0,0,0,0,0,0,0,0
0.075800,0,0,0,0,0,0,0,0
0.076000,0,0,0,0,0,0,0,0
0.076200,0,0,0,0,0,0,0,0
0.076400,0,0,0,0,0,0,0,0
0.076600,0,0,0,0,0,0,0,0
0.076800,0,0,0,0,0,0,0,0
0.077000,0,0,0,0,0,0,0,0
0.077200,0,0,0,0,0,0,0,0
0.077400,0,0,0,0,0,0,0,0
0.077600,0,0,0,0,0,0,0,0
0.077800,0,0,0,0,0,0,0,0
0.078000,0,0,0,0,0,0,0,0
0.078200,0,0,0,0,0,0,0,0
0.078400,0,0,0,0,0,0,0,0
0.078600,0,0,0,0,0,0,0,0
0.078800,0,0,0,0,0,0,0,0
0.079000,0,0,0,0,0,0,0,0
0.079200,0,0,0,0,0,0,0,0
0.079400,0,0,0,0,0,0,0,0
0.079600,0,0,0,0,0,0,0,0
0.079800,0,0,0,0,0,0,0,0
0.080000,0,0,0,0,0,0,0,0
0.080200,0,0,0,0,0,0,0,0
0.080400,0,0,0,0,0,0,0,0
0.080600,0,0,0,0,0,0,0,0
0.080800,0,0,0,0,0,0,0,0
0.081000,0,0,0,0,0,0,0,1
0.081200,0,0,0,0,0,0,0,0
0.081400,0,0,0,0,0,0,0,0
0.081600,0,0,0,0,0,0,0,0
0.081800,0,0,0,0,0,0,0,0
0.082000,0,0,0,0,0,0,0,0
0.082200,0,0,0,0,0,0,0,0
0.082400,0,0,0,0,0,0,0,0
0.082600,0,0,0,0,0,0,0,0
0.082800,0,0,0,0,0,0,0,0
0.083000,0,0,0,0,0,0,0,0
0.083200,0,0,0,0,0,0,0,0
0.083400,0,0,0,0,0,0,0,0
0.083600,0,0,0,0,0,0,0,0
0.083800,0,0,0,0,0,0,0,0
0.084000,0,0,0,0,0,0,0,0
0.084200,0,0,0,0,0,0,0,0
0.084400,0,0,0,0,0,0,0,0
0.084600,0,0,0,0,0,0,0,0
0.084800,0,0,0,0,0,0,0,0
0.085000,0,0,0,0,0,0,0,0
0.085200,0,0,0,0,0,0,0,0
0.085400,0,0,0,0,0,0,0,0
0.085600,0,0,0,0,0,0,0,0
0.085800,0,0,0,0,0,0,0,0
0.086000,0,0,0,0,0,0,0,0
0.086200,0,0,0,0,0,0,0,0
0.086400,0,0,0,0,0,0,0,0
0.086600,0,0,0,0,0,0,0,0
0.086800,0,0,0,0,0,0,0,0
0.087000,0,0,0,0,0,0,0,0
0.087200,0,0,0,0,0,0,0,0
0.087400,0,0,0,0,0,0,0,0
0.087600,0,0,0,0,0,0,0,0
0.087800,0,0,0,0,0,0,0,0
0.088000,0,0,0,0,0,0,0,0
0.088200,0,0,0,0,0,0,0,0
0.088400,0,0,0,0,0,0,0,0
0.088600,0,0,0,0,0,0,0,0
0.088800,0,0,0,0,0,0,0,0
0.089000,0,0,0,0,0,0,0,0
0.089200,0,0,0,0,0,0,0,0
0.089400,0,0,0,0,0,0,0,0
0.089600,0,0,0,0,0,0,0,0
0.089800,0,0,0,0,0,0,0,0
0.090000,0,0,0,0,0,0,0,0
0.090200,0,0,0,0,0,0,0,0
0.090400,0,0,0,0,0,0,0,0
0.090600,0,0,0,0,0,0,0,0
0.090800,0,0,0,0,0,0,0,0
0.091000,0,0,0,0,0,0,0,0
0.091200,0,0,0,0,0,0,0,0
0.091400,0,0,0,0,0,0,0,0
0.091600,0,0,0,0,0,0,0,0
0.091800,0,0,0,0,0,0,0,1
0.092000,0,0,0,0,0,0,0,0
0.092200,0,0,0,0,0,0,0,0
0.092400,0,0,0,0,0,0,0,0
0.092600,0,0,0,0,0,0,0,0
0.092800,0,0,0,0,0,0,0,0
0.093000,0,0,0,0,0,0,0,0
0.093200,0,0,0,0,0,0,0,0
0.093400,0,0,0,0,0,0,0,0
0.093600,0,0,0,0,0,0,0,0
0.093800,0,0,0,0,0,0,0,0
0.094000,0,0,0,0,0,0,0,0
0.094200,0,0,0,0,0,0,0,0
0.094400,0,0,0,0,1,0,0,0
0.094600,0,0,0,0,0,0,0,0
0.094800,0,0,0,0,0,0,0,0
0.095000,0,0,0,0,0,0,0,0
0.095200,0,0,0,0,0,0,0,0
0.095400,0,0,0,0,0,0,0,0
0.095600,0,0,0,0,0,0,0,0
0.095800,0,0,0,0,0,0,0,0
0.096000,0,0,0,0,0,0,0,0
0.096200,0,0,0,0,0,0,0,0
0.096400,0,0,0,0,0,0,0,0
0.096600,0,0,0,0,0,0,0,0
0.096800,0,0,0,0,0,0,0,0
0.097000,0,0,0,0,0,0,0,0
0.097200,0,0,0,0,0,0,0,0
0.097400,0,0,0,0,0,0,0,0
0.097600,0,0,0,0,0,0,0,0
0.097800,0,0,0,0,0,0,0,0
0.098000,0,0,0,0,0,0,0,0
0.098200,0,0,0,0,0,0,0,0
0.098400,0,0,0,0,0,0,0,0
0.098600,0,0,0,0,0,0,0,0
0.098800,0,0,0,0,0,0,0,0
0.099000,0,0,0,0,0,0,0,0
0.099200,0,0,0,0,0,0,0,0
0.099400,0,0,0,0,0,0,0,0
0.099600,0,0,0,0,0,0,0,0
0.099800,0,0,0,0,0,0,0,0
0.100000,0,0,0,0,0,0,0,0
0.100200,0,0,0,0,0,0,0,0
0.100400,0,0,0,0,0,0,0,0
0.100600,0,0,0,0,0,0,0,0
0.100800,0,0,0,0,0,0,0,0
0.101000,0,0,0,0,0,0,0,0
0.101200,0,0,0,0,0,0,0,0
0.101400,0,0,0,0,0,0,0,0
0.101600,0,0,0,0,0,0,0,0
0.101800,0,0,0,0,0,0,0,0
0.102000,0,0,0,0,0,0,0,0
0.102200,0,0,0,0,0,0,0,0
0.102400,0,0,0,0,0,0,0,0
0.102600,0,0,0,0,0,0,0,0
0.102800,0,0,0,0,0,0,0,0
0.103000,0,0,0,0,0,0,0,0
0.103200,0,0,0,0,0,0,0,0
0.103400,0,0,0,0,0,0,0,0
0.103600,0,0,0,0,0,0,0,0
0.103800,0,0,0,0,0,0,0,0
0.104000,0,0,0,0,0,0,0,0
0.104200,0,0,0,0,0,0,0,0
0.104400,0,0,0,0,0,0,0,0
0.104600,0,0,0,0,0,0,0,0
0.104800,0,0,0,0,0,0,0,0
0.105000,0,0,0,0,0,0,0,0
0.105200,0,0,0,0,0,0,0,0
0.105400,0,0,0,0,0,0,0,0
0.105600,0,0,0,0,0,0,0,0
0.105800,0,0,0,0,0,0,0,0
0.106000,0,0,0,0,0,0,0,0
0.106200,0,0,0,0,0,0,0,0
0.106400,0,0,0,0,0,0,0,0
0.106600,0,0,0,0,0,0,0,0
0.106800,0,0,0,0,0,0,0,0
0.107000,0,0,0,0,0,0,0,0
0.107200,0,0,0,0,0,0,0,0
0.107400,0,0,0,0,0,0,0,0
0.107600,0,0,0,0,0,0,0,0
0.107800,0,0,0,0,0,0,0,0
0.108000,0,0,0,0,0,0,0,0
0.108200,0,0,0,0,0,0,0,0
0.108400,0,0,0,0,0,0,0,0
0.108600,0,0,0,0,0,0,0,0
0.108800,0,0,0,0,0,0,0,0
0.109000,0,0,0,0,0,0,0,0
0.109200,0,0,0,0,0,0,0,0
0.109400,0,0,0,0,0,0,0,0
0.109600,0,0,0,0,0,0,0,0
0.109800,0,0,0,0,0,0,0,0
0.110000,0,0,0,0,0,0,0,0
0.110200,0,0,0,0,0,0,0,0
0.110400,0,0,0,0,0,0,0,0
0.110600,0,0,0,0,0,0,0,0
0.110800,0,0,0,0,0,0,0,0
0.111000,0,0,0,0,0,0,0,0
0.111200,0,0,0,0,0,0,0,0
0.111400,0,0,0,0,0,0,0,0
0.111600,0,0,0,0,0,0,0,0
0.111800,0,0,0,0,0,0,0,0
0.112000,0,0,0,0,0,0,0,0
0.112200,0,0,0,0,0,0,0,0
0.112400,0,0,0,0,0,0,0,0
0.112600,0,0,0,0,0,0,0,0
0.112800,0,0,0,0,0,0,1,0
0.113000,0,0,0,0,0,0,0,0
0.113200,0,0,0,0,0,0,0,0
0.113400,0,0,0,0,0,0,0,0
0.113600,0,0,0,0,0,0,0,0
0.113800,0,0,0,0,0,0,0,0
0.114000,0,0,0,0,0,0,0,0
0.114200,0,0,0,0,0,0,0,0
0.114400,0,0,0,0,0,0,0,0
0.114600,0,0,0,0,0,0,0,0
0.114800,0,0,0,0,0,0,0,0
0.115000,0,0,0,0,0,0,0,0
0.115200,0,0,0,0,0,0,0,0
0.115400,0,0,0,0,0,0,0,0
0.115600,0,0,0,0,0,0,0,0
0.115800,0,0,0,0,0,0,0,0
0.116000,0,0,0,0,0,0,0,0
0.116200,0,0,0,0,0,0,0,0
0.116400,0,0,0,0,0,0,0,0
0.116600,0,0,0,0,0,0,0,0
0.116800,0,0,0,0,0,0,0,0
0.117000,0,0,0,0,0,0,0,0
0.117200,0,0,0,0,0,0,0,0
0.117400,0,0,0,0,0,0,0,0
0.117600,0,0,0,0,0,0,0,0
0.117800,0,0,0,0,0,0,0,0
0.118000,0,0,0,0,0,0,0,0
0.118200,0,0,0,0,0,0,0,0
0.118400,0,0,0,0,0,0,0,0
0.118600,0,0,0,0,0,0,0,0
0.118800,0,0,0,0,0,0,0,0
0.119000,0,0,0,0,0,0,0,0
0.119200,0,0,0,0,0,0,0,0
0.119400,0,0,0,0,0,0,0,0
0.119600,0,0,0,0,0,0,0,0
0.119800,0,0,0,0,0,0,0,0
0.120000,0,0,0,0,0,0,0,0
0.120200,0,0,0,0,0,0,0,0
0.120400,0,0,0,0,0,0,0,0
0.120600,0,0,0,0,0,0,0,0
0.120800,0,0,0,0,0,0,0,0
0.121000,0,0,0,0,0,0,0,0
0.121200,0,0,0,0,0,0,0,0
0.121400,0,0,0,0,0,0,0,0
0.121600,0,0,0,0,0,0,0,0
0.121800,0,0,0,0,0,0,0,0
0.122000,0,0,0,0,0,0,0,0
0.122200,0,0,0,0,0,0,0,0
0.122400,0,0,0,0,0,0,0,0
0.122600,0,0,0,0,0,0,0,0
0.122800,0,0,0,0,0,0,0,0
0.123000,0,0,0,0,0,0,0,0
0.123200,0,0,0,0,0,0,0,0
0.123400,0,0,0,0,0,0,0,0
0.123600,0,0,0,0,0,0,0,0
0.123800,0,0,0,0,0,0,0,0
0.124000,0,0,0,0,0,0,0,0
0.124200,0,0,0,0,0,0,0,0
0.124400,0,0,0,0,0,0,0,0
0.124600,0,0,0,0,0,0,0,1
0.124800,0,0,0,0,0,0,0,0
0.125000,0,0,0,0,0,0,0,0
0.125200,0,0,0,0,0,0,0,0
0.125400,0,0,0,0,0,0,0,0
0.125600,0,0,0,0,0,0,0,0
0.125800,0,0,0,0,0,0,0,0
0.126000,0,0,0,0,0,0,0,0
0.126200,0,0,0,0,0,0,0,0
0.126400,0,0,0,0,0,0,0,0
0.126600,0,0,0,0,0,0,0,0
0.126800,0,0,0,0,0,0,0,0
0.127000,0,0,0,0,0,0,0,0
0.127200,0,0,0,0,0,0,0,0
0.127400,0,0,0,0,0,0,0,0
0.127600,0,0,0,0,0,0,0,0
0.127800,0,0,0,0,0,0,0,0
0.128000,0,0,0,0,0,0,0,0
0.128200,0,0,0,0,0,0,0,0
0.128400,0,0,0,0,0,0,0,0
0.128600,0,0,0,0,0,0,0,0
0.128800,0,0,0,0,0,0,0,0
0.129000,0,0,0,0,0,0,0,0
0.129200,0,0,0,0,0,0,0,0
0.129400,0,0,0,0,0,0,0,0
0.129600,0,0,0,0,0,0,0,0
0.129800,0,0,0,0,0,0,0,0
0.130000,0,0,0,0,0,0,0,0
0.130200,0,0,0,0,0,0,0,0
0.130400,0,0,0,0,0,0,0,0
0.130600,0,0,0,0,0,0,0,0
0.130800,0,0,0,0,0,0,0,0
0.131000,0,0,0,0,0,0,0,0
0.131200,0,0,0,0,0,0,0,0
0.131400,0,0,0,0,0,0,0,0
0.131600,0,0,0,0,0,0,0,0
0.131800,0,0,0,0,0,0,0,0
0.132000,0,0,0,0,0,0,0,0
